Name,SMILES
ab_enamine228,OC(=O)C(Cc1ccncc1)NS(=O)(=O)c1ccc(cc1)N1CCCC1=O
ab_enamine229,OC(=O)C1(CNS(=O)(=O)c2c(F)cccc2F)CCOCC1
ab_enamine230,CCC(CC(=O)O)NS(=O)(=O)c1ccc(C)c(c1)C(=O)N
ab_enamine231,Cc1cc(ccc1OCC(=O)O)S(=O)(=O)Nc1ccc(cc1)N1CCCS1(=O)=O
ab_enamine232,COc1ccc2C(=O)NCC3(CCOCC3)NC(=O)C3(CCNCC3)COCC=CCOc2c1
ab_enamine233,CNS(=O)(=O)CCNC(=O)N1CCN(C[C@@H]1C)C1CCOCC1
ab_enamine234,Cc1nc(C)c(s1)S(=O)(=O)NCC1CNCCCO1
ab_enamine235,Cc1cc(F)cc(C(=O)O)c1NS(=O)(=O)c1cn(C)cn1
ab_enamine236,Cc1cc(sc1C(=O)O)S(=O)(=O)Nc1cnn(CCF)c1
ab_enamine237,CNS(=O)(=O)c1ccc(NC(=O)c2ccc(cn2)C(=O)O)cc1
ab_enamine238,NS(=O)(=O)c1ccc(CCNC(=O)c2cc(co2)C(=O)O)cc1
ab_enamine239,CC1CN(CCS(=O)(=O)N)CC1N1CCCN(CC1)C(=O)C
ab_enamine240,OC(=O)CNS(=O)(=O)c1cccc(NC(=O)c2ccc3NC(=O)CCc3c2)c1
ab_enamine241,CC1(C)CCCC(C1)(NC(=O)c1ccc(o1)S(=O)(=O)N)C(=O)O
ab_enamine242,OC(=O)C1CCN(CC1)S(=O)(=O)NCCOc1ccc(F)cc1F
ab_enamine243,CC1(CNS(=O)(=O)c2ccc(C(=O)O)c(c2)C(F)(F)F)CCC(=O)N1
ab_enamine244,CC1(C)CN(CCO1)S(=O)(=O)NCc1ccc(cc1)C(=O)O
ab_enamine245,Cl.Cc1ccc(cc1C(=O)N)S(=O)(=O)NC1CCNC1
ab_enamine246,Cc1ccc(cc1S(=O)(=O)NCc1nnc2ccccn12)C(=O)O
ab_enamine247,COc1ccc(cc1C(=O)O)S(=O)(=O)NCC(C)(C)N1CCOCC1
ab_enamine248,COC(=O)C1CCCCC1(C)NCCCNS(=O)(=O)C
ab_enamine249,Cc1c(cnn1C)S(=O)(=O)NCC(Oc1ccc(F)cc1)C(=O)O
ab_enamine250,Cc1c(NS(=O)(=O)c2ccc(cc2C)C(=O)O)cnn1C1CCOCC1
ab_enamine251,CC(O)(CNS(=O)(=O)c1cc(F)ccc1Cl)C(=O)O
ab_enamine252,Cl.Cn1cc(cc1C(=O)N)S(=O)(=O)NC1CCCNC1
ab_enamine253,OC(=O)CNS(=O)(=O)c1cccc(NC(=O)C2CC3CC2C=C3)c1
ab_enamine254,COC(C(C)NS(=O)(=O)N1CCCC1C(=O)O)c1ccc(OC)cc1
ab_enamine255,CNS(=O)(=O)c1ccc(o1)C(=O)N1CC(CN(C)C)C1
ab_enamine256,COc1nn(C)cc1NS(=O)(=O)c1cc(C)c(s1)C(=O)O
ab_enamine257,OC(=O)[C@@H]1CC[C@@H]1S(=O)(=O)NCC1OCc2ccccc12
ab_enamine258,CC(C)CC(C)OC(=O)NC(Cn1ccc(=O)[nH]c1=O)C(=O)O
ab_enamine259,OC(=O)c1cc(NS(=O)(=O)c2ncc[nH]2)cc(c1)C(F)(F)F
ab_enamine260,CC(O)(CNS(=O)(=O)CCc1cccc(Cl)c1)C(=O)O
ab_enamine261,CC(COC1CCOC1)NS(=O)(=O)c1cccc(c1)C(=O)O
ab_enamine262,COc1ccc(cc1NS(=O)(=O)c1cc(CC(=O)O)ccc1OC)[N+](=O)[O-]
ab_enamine263,CNC(=O)c1ccc(cc1)S(=O)(=O)NC1CC21CCNCC2
